Name,API Name,Instance Memory,vCPUs,Physical Processor,Instance Storage,Network Performance,On Demand,RHEL On Demand cost,RHEL Reserved cost,Windows On Demand cost,Windows Reserved cost
C6A Quadruple Extra Large,c6a.4xlarge,32 GiB,16 vCPUs,AMD EPYC 7R13 Processor,EBS only,Up to 12.5 Gigabit,$0.7704 hourly,$0.9432 hourly,$0.6808 hourly,$1.5064 hourly,$1.2440 hourly
C7GD Quadruple Extra Large,c7gd.4xlarge,32 GiB,16 vCPUs,AWS Graviton3 Processor,950 GB NVMe SSD,Up to 15 Gigabit,$0.9224 hourly,$1.0952 hourly,$0.7801 hourly,unavailable,unavailable
C8GD Medium,c8gd.medium,2 GiB,1 vCPUs,AWS Graviton4 Processor,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0623 hourly,$0.0767 hourly,unavailable,unavailable,unavailable
C7A 12xlarge,c7a.12xlarge,96 GiB,48 vCPUs,AMD EPYC 9R14 Processor,EBS only,18.75 Gigabit,$3.1008 hourly,$4.2912 hourly,$3.2352 hourly,$5.3088 hourly,$4.2528 hourly
M7I Quadruple Extra Large,m7i.4xlarge,64 GiB,16 vCPUs,Intel Xeon Scalable (Sapphire Rapids),EBS only,Up to 12.5 Gigabit,$1.0416 hourly,$1.4384 hourly,$1.0870 hourly,$1.7776 hourly,$1.4262 hourly
C6G Extra Large,c6g.xlarge,8 GiB,4 vCPUs,AWS Graviton2 Processor,EBS only,Up to 10 Gigabit,$0.1712 hourly,$0.2988 hourly,$0.2355 hourly,unavailable,unavailable
R6ID Extra Large,r6id.xlarge,32 GiB,4 vCPUs,Intel Xeon 8375C (Ice Lake),237 GB NVMe SSD,Up to 12.5 Gigabit,$0.3654 hourly,$0.4930 hourly,$0.3578 hourly,$0.5494 hourly,$0.4142 hourly
R5A 16xlarge,r5a.16xlarge,512 GiB,64 vCPUs,AMD EPYC 7571,EBS only,12 Gigabit,$4.3840 hourly,$5.0750 hourly,$3.4490 hourly,$7.3280 hourly,$5.7010 hourly
R6I Extra Large,r6i.xlarge,32 GiB,4 vCPUs,Intel Xeon 8375C (Ice Lake),EBS only,Up to 12.5 Gigabit,$0.3040 hourly,$0.4316 hourly,$0.3287 hourly,$0.4880 hourly,$0.3851 hourly
X2GD Metal,x2gd.metal,1024 GiB,64 vCPUs,AWS Graviton2 Processor,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
R8GD Quadruple Extra Large,r8gd.4xlarge,128 GiB,16 vCPUs,AWS Graviton4 Processor,950 GB NVMe SSD,Up to 15 Gigabit,$1.4206 hourly,$1.8174 hourly,unavailable,unavailable,unavailable
R7IZ Quadruple Extra Large,r7iz.4xlarge,128 GiB,16 vCPUs,Intel Xeon Scalable (Sapphire Rapids),EBS only,Up to 12.5 Gigabit,$1.8160 hourly,$1.9888 hourly,$1.3169 hourly,$2.5520 hourly,$1.8801 hourly
M5N Double Extra Large,m5n.2xlarge,32 GiB,8 vCPUs,Intel Xeon Platinum 8259 (Cascade Lake),EBS only,Up to 25 Gigabit,$0.6120 hourly,$0.7270 hourly,$0.5010 hourly,$0.9800 hourly,$0.7540 hourly
R6G Extra Large,r6g.xlarge,32 GiB,4 vCPUs,AWS Graviton2 Processor,EBS only,Up to 10 Gigabit,$0.2432 hourly,$0.3008 hourly,$0.2108 hourly,unavailable,unavailable
C5AD Quadruple Extra Large,c5ad.4xlarge,32 GiB,16 vCPUs,AMD EPYC 7R32,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M6IDN 24xlarge,m6idn.24xlarge,384 GiB,96 vCPUs,Intel Xeon 8375C (Ice Lake),5700 GB (4×1425 GB NVMe SSD),150 Gigabit,$9.8280 hourly,$10.8648 hourly,$7.2284 hourly,$14.2440 hourly,$10.6076 hourly
C5N Large,c5n.large,5.25 GiB,2 vCPUs,Intel Xeon Platinum 8124M,EBS only,Up to 25 Gigabit,$0.1360 hourly,$0.1650 hourly,$0.1140 hourly,$0.2280 hourly,$0.1780 hourly
I3 High I/O Double Extra Large,i3.2xlarge,61 GiB,8 vCPUs,Intel Xeon E5-2686 v4 (Broadwell),1900 GB NVMe SSD,Up to 10 Gigabit,$0.7320 hourly,$0.9870 hourly,$0.7510 hourly,$1.1000 hourly,$0.8640 hourly
C6A Metal,c6a.metal,384 GiB,192 vCPUs,AMD EPYC 7R13 Processor,EBS only,50 Gigabit,$9.2448 hourly,$11.0880 hourly,$7.9396 hourly,$18.0768 hourly,$14.9284 hourly
I3EN 3xlarge,i3en.3xlarge,96 GiB,12 vCPUs,Intel Xeon Platinum 8175,7500 GB NVMe SSD,Up to 25 Gigabit,$1.5960 hourly,$1.8940 hourly,$1.3870 hourly,$2.1480 hourly,$1.6420 hourly
M6ID Quadruple Extra Large,m6id.4xlarge,64 GiB,16 vCPUs,Intel Xeon 8375C (Ice Lake),950 GB NVMe SSD,Up to 12.5 Gigabit,$1.2264 hourly,$1.3992 hourly,$0.9454 hourly,$1.9624 hourly,$1.5086 hourly
G3 Graphics GPU Eight Extra Large,g3.8xlarge,244 GiB,32 vCPUs,Intel Xeon E5-2686 v4 (Broadwell),EBS only,10 Gigabit,$3.1600 hourly,$3.5056 hourly,unavailable,$4.6320 hourly,unavailable
C5AD Double Extra Large,c5ad.2xlarge,16 GiB,8 vCPUs,AMD EPYC 7R32,300 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M5A Double Extra Large,m5a.2xlarge,32 GiB,8 vCPUs,AMD EPYC 7571,EBS only,Up to 10 Gigabit,$0.4480 hourly,$0.7030 hourly,$0.5370 hourly,$0.8160 hourly,$0.6500 hourly
I7IE Metal-48xl,i7ie.metal-48xl,1536 GiB,192 vCPUs,Intel Xeon Scalable (Emerald Rapids),120000 GB (16×7500 GB NVMe SSD),100 Gigabit,$29.3664 hourly,$33.2256 hourly,unavailable,$38.1984 hourly,unavailable
M5 General Purpose Double Extra Large,m5.2xlarge,32 GiB,8 vCPUs,Intel Xeon Platinum 8175,EBS only,Up to 10 Gigabit,$0.4960 hourly,$0.6110 hourly,$0.4280 hourly,$0.8640 hourly,$0.6800 hourly
C7I 48xlarge,c7i.48xlarge,384 GiB,192 vCPUs,Intel Xeon Scalable (Sapphire Rapids),EBS only,50 Gigabit,$10.7856 hourly,$12.6288 hourly,$8.9557 hourly,$19.6176 hourly,$15.9445 hourly
R6IDN Large,r6idn.large,16 GiB,2 vCPUs,Intel Xeon 8375C (Ice Lake),118 GB NVMe SSD,Up to 25 Gigabit,$0.2375 hourly,$0.2663 hourly,$0.1784 hourly,$0.3295 hourly,$0.2416 hourly
M7I-FLEX Large,m7i-flex.large,8 GiB,2 vCPUs,Intel Xeon Scalable (Sapphire Rapids),EBS only,Up to 12.5 Gigabit,$0.1237 hourly,$0.1875 hourly,$0.1457 hourly,$0.2111 hourly,$0.1694 hourly
R5N 16xlarge,r5n.16xlarge,512 GiB,64 vCPUs,Intel Xeon Platinum 8259 (Cascade Lake),EBS only,75 Gigabit,$5.7920 hourly,$7.3790 hourly,$5.2360 hourly,$8.7360 hourly,$6.5930 hourly
M7A Metal-48xl,m7a.metal-48xl,768 GiB,192 vCPUs,AMD EPYC 9R14 Processor,EBS only,50 Gigabit,$14.3741 hourly,$16.2173 hourly,$11.3675 hourly,$23.2061 hourly,$18.3563 hourly
M7A Large,m7a.large,8 GiB,2 vCPUs,AMD EPYC 9R14 Processor,EBS only,Up to 12.5 Gigabit,$0.1497 hourly,$0.1785 hourly,$0.1280 hourly,$0.2417 hourly,$0.1912 hourly
M6IDN Double Extra Large,m6idn.2xlarge,32 GiB,8 vCPUs,Intel Xeon 8375C (Ice Lake),474 GB NVMe SSD,Up to 40 Gigabit,$0.8190 hourly,$0.9342 hourly,$0.6312 hourly,$1.1870 hourly,$0.8840 hourly
M6GD 16xlarge,m6gd.16xlarge,256 GiB,64 vCPUs,AWS Graviton2 Processor,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$3.7440 hourly,$4.4352 hourly,$3.0432 hourly,unavailable,unavailable
R7A 48xlarge,r7a.48xlarge,1536 GiB,192 vCPUs,AMD EPYC 9R14 Processor,EBS only,50 Gigabit,$17.6198 hourly,$19.4630 hourly,$13.4987 hourly,$26.4518 hourly,$20.4875 hourly
M7A Quadruple Extra Large,m7a.4xlarge,64 GiB,16 vCPUs,AMD EPYC 9R14 Processor,EBS only,Up to 12.5 Gigabit,$1.1978 hourly,$1.5946 hourly,$1.1905 hourly,$1.9338 hourly,$1.5297 hourly
G5 Graphics and Machine Learning GPU Quadruple Extra Large,g5.4xlarge,64 GiB,16 vCPUs,AMD EPYC 7R32,600 GB NVMe SSD,Up to 25 Gigabit,$2.3553 hourly,$2.7521 hourly,$1.8806 hourly,$3.0913 hourly,$2.2198 hourly
I7I 16xlarge,i7i.16xlarge,512 GiB,64 vCPUs,Intel Xeon Scalable (Emerald Rapids),15000 GB (4×3750 GB NVMe SSD),Up to 37.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M6GD 12xlarge,m6gd.12xlarge,192 GiB,48 vCPUs,AWS Graviton2 Processor,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,$2.8080 hourly,$3.9984 hourly,$2.9544 hourly,unavailable,unavailable
X1E Extra Large,x1e.xlarge,122 GiB,4 vCPUs,High Frequency Intel Xeon E7-8880 v3 (Haswell),120 GB SSD,Up to 10 Gigabit,$1.2090 hourly,$1.2670 hourly,$0.8030 hourly,$1.3930 hourly,$0.9290 hourly
T3 Double Extra Large,t3.2xlarge,32 GiB,8 vCPUs (9h 36m burst),Intel Skylake E5 2686 v5,EBS only,Up to 5 Gigabit,$0.4352 hourly,$0.5504 hourly,$0.3894 hourly,$0.5824 hourly,$0.4214 hourly
R6G Quadruple Extra Large,r6g.4xlarge,128 GiB,16 vCPUs,AWS Graviton2 Processor,EBS only,Up to 10 Gigabit,$0.9728 hourly,$1.1456 hourly,$0.7857 hourly,unavailable,unavailable
H1 Double Extra Large,h1.2xlarge,32 GiB,8 vCPUs,Intel Xeon E5-2686 v4 (Broadwell),2000 GB HDD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M6A Extra Large,m6a.xlarge,16 GiB,4 vCPUs,AMD EPYC 7R13 Processor,EBS only,Up to 12.5 Gigabit,$0.2232 hourly,$0.3508 hourly,$0.2755 hourly,$0.4072 hourly,$0.3319 hourly
C6IN 24xlarge,c6in.24xlarge,192 GiB,96 vCPUs,Intel Xeon 8375C (Ice Lake),EBS only,150 Gigabit,$6.8544 hourly,$7.8912 hourly,$5.3551 hourly,$11.2704 hourly,$8.7343 hourly
I7I 12xlarge,i7i.12xlarge,384 GiB,48 vCPUs,Intel Xeon Scalable (Emerald Rapids),11250 GB (3×3750 GB NVMe SSD),Up to 28 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
R5DN 12xlarge,r5dn.12xlarge,384 GiB,48 vCPUs,Intel Xeon Platinum 8259 (Cascade Lake),1800 GB (2×900 GB NVMe SSD),50 Gigabit,$4.8720 hourly,$6.0624 hourly,$4.2598 hourly,$7.0800 hourly,$5.2770 hourly
C5 High-CPU 12xlarge,c5.12xlarge,96 GiB,48 vCPUs,Intel Xeon Platinum 8275L,EBS only,12 Gigabit,$2.5680 hourly,$3.0860 hourly,$2.1360 hourly,$4.7760 hourly,$3.8260 hourly
D2 Double Extra Large,d2.2xlarge,61 GiB,8 vCPUs,Intel Xeon E5-2676 v3 (Haswell),12288 GB (6×2048 GB HDD),High,$1.6880 hourly,$1.8030 hourly,$1.0720 hourly,$1.9090 hourly,$1.1380 hourly
M5N Metal,m5n.metal,384 GiB,96 vCPUs,Intel Xeon Platinum 8259 (Cascade Lake),EBS only,100 Gigabit,$7.3440 hourly,$8.3810 hourly,$5.6640 hourly,$11.7600 hourly,$9.0430 hourly
M7I Metal-24xl,m7i.metal-24xl,384 GiB,96 vCPUs,Intel Xeon Scalable (Sapphire Rapids),EBS only,37.5 Gigabit,$6.2496 hourly,$8.6304 hourly,$6.5218 hourly,$10.6656 hourly,$8.5570 hourly
C7I-FLEX Eight Extra Large,c7i-flex.8xlarge,64 GiB,32 vCPUs,Intel Xeon Scalable (Sapphire Rapids),EBS only,Up to 12.5 Gigabit,$1.7077 hourly,$2.0533 hourly,$1.4717 hourly,$3.1061 hourly,$2.5245 hourly
M6IDN 32xlarge,m6idn.32xlarge,512 GiB,128 vCPUs,Intel Xeon 8375C (Ice Lake),7600 GB (4×1900 GB NVMe SSD),200 Gigabit,$13.1040 hourly,$15.6768 hourly,$10.8283 hourly,$18.9920 hourly,$14.1435 hourly
M7I 24xlarge,m7i.24xlarge,384 GiB,96 vCPUs,Intel Xeon Scalable (Sapphire Rapids),EBS only,37.5 Gigabit,$6.2496 hourly,$7.2864 hourly,$5.1778 hourly,$10.6656 hourly,$8.5570 hourly
I7I 48xlarge,i7i.48xlarge,1536 GiB,192 vCPUs,Intel Xeon Scalable (Emerald Rapids),45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M5 General Purpose Large,m5d.large,8 GiB,2 vCPUs,Intel Xeon Platinum 8175,75 GB NVMe SSD,Up to 10 Gigabit,$0.1460 hourly,$0.2100 hourly,$0.1560 hourly,$0.2380 hourly,$0.1840 hourly
R6I 24xlarge,r6i.24xlarge,768 GiB,96 vCPUs,Intel Xeon 8375C (Ice Lake),EBS only,37.5 Gigabit,$7.2960 hourly,$9.6768 hourly,$7.2071 hourly,$11.7120 hourly,$9.2423 hourly
X2IDN 16xlarge,x2idn.16xlarge,1024 GiB,64 vCPUs,Intel Xeon Scalable (Icelake),1900 GB NVMe SSD,50 Gigabit,$9.6705 hourly,$10.3617 hourly,$6.6415 hourly,$12.6145 hourly,$8.8943 hourly
C6IN Eight Extra Large,c6in.8xlarge,64 GiB,32 vCPUs,Intel Xeon 8375C (Ice Lake),EBS only,50 Gigabit,$2.2848 hourly,$3.0784 hourly,$2.2330 hourly,$3.7568 hourly,$2.9114 hourly
M6G Large,m6g.large,8 GiB,2 vCPUs,AWS Graviton2 Processor,EBS only,Up to 10 Gigabit,$0.0990 hourly,$0.1278 hourly,$0.0918 hourly,unavailable,unavailable
X1E Double Extra Large,x1e.2xlarge,244 GiB,8 vCPUs,High Frequency Intel Xeon E7-8880 v3 (Haswell),240 GB SSD,Up to 10 Gigabit,$2.4180 hourly,$2.5330 hourly,$1.6050 hourly,$2.7860 hourly,$1.8580 hourly
I2 Quadruple Extra Large,i2.4xlarge,122 GiB,16 vCPUs,Intel Xeon E5-2670 v2 (Ivy Bridge),3200 GB (4×800 GB SSD),High,$4.0020 hourly,$4.4010 hourly,$2.6350 hourly,$4.4510 hourly,$3.3160 hourly
I4I Eight Extra Large,i4i.8xlarge,256 GiB,32 vCPUs,Intel Xeon 8375C (Ice Lake),7500 GB (2×3750 GB NVMe SSD),18.75 Gigabit,$3.2210 hourly,$3.5660 hourly,$2.4440 hourly,$4.6930 hourly,$3.5700 hourly
M5AD Extra Large,m5ad.xlarge,16 GiB,4 vCPUs,AMD EPYC 7571,150 GB NVMe SSD,Up to 10 Gigabit,$0.2680 hourly,$0.3260 hourly,$0.2260 hourly,$0.4520 hourly,$0.3530 hourly
C6IN 16xlarge,c6in.16xlarge,128 GiB,64 vCPUs,Intel Xeon 8375C (Ice Lake),EBS only,100 Gigabit,$4.5696 hourly,$5.2608 hourly,$3.5701 hourly,$7.5136 hourly,$5.8228 hourly
I7IE 3xlarge,i7ie.3xlarge,96 GiB,12 vCPUs,Intel Xeon Scalable (Emerald Rapids),7500 GB NVMe SSD,Up to 25 Gigabit,$1.8354 hourly,$2.1330 hourly,unavailable,$2.3874 hourly,unavailable
R7G Quadruple Extra Large,r7g.4xlarge,128 GiB,16 vCPUs,AWS Graviton3 Processor,EBS only,Up to 15 Gigabit,$1.0336 hourly,$1.2064 hourly,$0.8565 hourly,unavailable,unavailable
I7I Large,i7i.large,16 GiB,2 vCPUs,Intel Xeon Scalable (Emerald Rapids),468 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C6GN Eight Extra Large,c6gn.8xlarge,64 GiB,32 vCPUs,AWS Graviton2 Processor,EBS only,50 Gigabit,$1.7440 hourly,$2.5376 hourly,$1.8855 hourly,unavailable,unavailable
R5D Large,r5d.large,16 GiB,2 vCPUs,Intel Xeon Platinum 8175,75 GB NVMe SSD,Up to 10 Gigabit,$0.1740 hourly,$0.2030 hourly,$0.1380 hourly,$0.2660 hourly,$0.2020 hourly
C5 High-CPU Large,c5.large,4 GiB,2 vCPUs,Intel Xeon Platinum 8124M,EBS only,Up to 10 Gigabit,$0.1070 hourly,$0.1710 hourly,$0.1310 hourly,$0.1990 hourly,$0.1590 hourly
R5AD Large,r5ad.large,16 GiB,2 vCPUs,AMD EPYC 7571,75 GB NVMe SSD,Up to 10 Gigabit,$0.1590 hourly,$0.2230 hourly,$0.1640 hourly,$0.2510 hourly,$0.1920 hourly
M6GD Quadruple Extra Large,m6gd.4xlarge,64 GiB,16 vCPUs,AWS Graviton2 Processor,950 GB NVMe SSD,Up to 10 Gigabit,$0.9360 hourly,$1.1088 hourly,$0.7608 hourly,unavailable,unavailable
C6ID Eight Extra Large,c6id.8xlarge,64 GiB,32 vCPUs,Intel Xeon 8375C (Ice Lake),1900 GB NVMe SSD,12.5 Gigabit,$2.0496 hourly,$2.8432 hourly,$2.1431 hourly,$3.5216 hourly,$2.8215 hourly
P5 48xlarge,p5.48xlarge,2048 GiB,192 vCPUs,AMD EPYC 7R13 Processor,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,$68.8000 hourly,$72.6592 hourly,unavailable,unavailable,unavailable
G4DN Double Extra Large,g4dn.2xlarge,32 GiB,8 vCPUs,Intel Xeon Family,225 GB NVMe SSD,Up to 25 Gigabit,$1.0150 hourly,$1.2700 hourly,$0.9480 hourly,$1.3830 hourly,$1.0610 hourly
R5DN 24xlarge,r5dn.24xlarge,768 GiB,96 vCPUs,Intel Xeon Platinum 8259 (Cascade Lake),3600 GB (4×900 GB NVMe SSD),100 Gigabit,$9.7440 hourly,$10.7808 hourly,$7.1755 hourly,$14.1600 hourly,$10.5550 hourly
M7GD Large,m7gd.large,8 GiB,2 vCPUs,AWS Graviton3 Processor,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1380 hourly,$0.1668 hourly,$0.1157 hourly,unavailable,unavailable
M6I Extra Large,m6i.xlarge,16 GiB,4 vCPUs,Intel Xeon 8375C (Ice Lake),EBS only,Up to 12.5 Gigabit,$0.2480 hourly,$0.3056 hourly,$0.2219 hourly,$0.4320 hourly,$0.3483 hourly
G6 Graphics and Machine Learning GPU Quadruple Extra Large,g6.4xlarge,64 GiB,16 vCPUs,AMD EPYC 7R13 Processor,600 GB NVMe SSD,Up to 25 Gigabit,$1.9190 hourly,$2.3158 hourly,$1.6461 hourly,$2.6550 hourly,$1.9853 hourly
R7A 24xlarge,r7a.24xlarge,768 GiB,96 vCPUs,AMD EPYC 9R14 Processor,EBS only,37.5 Gigabit,$8.8099 hourly,$11.1907 hourly,$8.2086 hourly,$13.2259 hourly,$10.2438 hourly
R4 High-Memory Eight Extra Large,r4.8xlarge,244 GiB,32 vCPUs,Intel Xeon E5-2686 v4 (Broadwell),EBS only,10 Gigabit,$2.5600 hourly,$2.9056 hourly,$1.9584 hourly,$4.0320 hourly,$3.0848 hourly
I7IE 6xlarge,i7ie.6xlarge,192 GiB,24 vCPUs,Intel Xeon Scalable (Emerald Rapids),15000 GB (2×7500 GB NVMe SSD),Up to 25 Gigabit,$3.6708 hourly,$3.9300 hourly,unavailable,$4.7748 hourly,unavailable
R7IZ 32xlarge,r7iz.32xlarge,1024 GiB,128 vCPUs,Intel Xeon Scalable (Sapphire Rapids),EBS only,50 Gigabit,$14.5280 hourly,$17.1008 hourly,$11.7254 hourly,$20.4160 hourly,$15.0406 hourly
M5A 12xlarge,m5a.12xlarge,192 GiB,48 vCPUs,AMD EPYC 7571,EBS only,10 Gigabit,$2.6880 hourly,$3.8780 hourly,$2.8840 hourly,$4.8960 hourly,$3.9010 hourly
R5A Quadruple Extra Large,r5a.4xlarge,128 GiB,16 vCPUs,AMD EPYC 7571,EBS only,Up to 10 Gigabit,$1.0960 hourly,$1.2690 hourly,$0.8620 hourly,$1.8320 hourly,$1.4250 hourly
C8GD Large,c8gd.large,4 GiB,2 vCPUs,AWS Graviton4 Processor,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1245 hourly,$0.1883 hourly,unavailable,unavailable,unavailable
R4 High-Memory 16xlarge,r4.16xlarge,488 GiB,64 vCPUs,Intel Xeon E5-2686 v4 (Broadwell),EBS only,25 Gigabit,$5.1200 hourly,$5.8112 hourly,$3.9168 hourly,$8.0640 hourly,$6.1696 hourly
M5AD 24xlarge,m5ad.24xlarge,384 GiB,96 vCPUs,AMD EPYC 7571,3600 GB (4×900 GB NVMe SSD),20 Gigabit,$6.4320 hourly,$7.4690 hourly,$5.0890 hourly,$10.8480 hourly,$8.4680 hourly
M5DN Quadruple Extra Large,m5dn.4xlarge,64 GiB,16 vCPUs,Intel Xeon Platinum 8259 (Cascade Lake),600 GB (2×300 GB NVMe SSD),Up to 25 Gigabit,$1.4000 hourly,$1.5730 hourly,$1.0550 hourly,$2.1360 hourly,$1.6180 hourly
M7A Double Extra Large,m7a.2xlarge,32 GiB,8 vCPUs,AMD EPYC 9R14 Processor,EBS only,Up to 12.5 Gigabit,$0.5989 hourly,$0.8541 hourly,$0.6521 hourly,$0.9669 hourly,$0.7649 hourly
R6IN Double Extra Large,r6in.2xlarge,64 GiB,8 vCPUs,Intel Xeon 8375C (Ice Lake),EBS only,Up to 40 Gigabit,$0.8471 hourly,$0.9623 hourly,$0.6489 hourly,$1.2151 hourly,$0.9017 hourly
C5AD 24xlarge,c5ad.24xlarge,192 GiB,96 vCPUs,AMD EPYC 7R32,3800 GB (2×1900 GB NVMe SSD),20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C6ID 16xlarge,c6id.16xlarge,128 GiB,64 vCPUs,Intel Xeon 8375C (Ice Lake),3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$4.0992 hourly,$5.6864 hourly,$4.2861 hourly,$7.0432 hourly,$5.6429 hourly
U-3TB1 56xlarge,u-3tb1.56xlarge,3072 GiB,224 vCPUs,Intel Xeon Scalable (Skylake),EBS only,50 Gigabit,$32.9333 hourly,$35.0837 hourly,$22.4454 hourly,$43.2373 hourly,$30.5990 hourly
M5ZN 12xlarge,m5zn.12xlarge,192 GiB,48 vCPUs,Intel Xeon Platinum 8252,EBS only,100 Gigabit,$5.1204 hourly,$6.3108 hourly,$4.3957 hourly,$7.3284 hourly,$5.4133 hourly
M6G Extra Large,m6g.xlarge,16 GiB,4 vCPUs,AWS Graviton2 Processor,EBS only,Up to 10 Gigabit,$0.1980 hourly,$0.2556 hourly,$0.1836 hourly,unavailable,unavailable
G6 Graphics and Machine Learning GPU Double Extra Large,g6.2xlarge,32 GiB,8 vCPUs,AMD EPYC 7R13 Processor,450 GB NVMe SSD,Up to 10 Gigabit,$1.4178 hourly,$1.6730 hourly,$1.1782 hourly,$1.7858 hourly,$1.2910 hourly
M7GD Metal,m7gd.metal,256 GiB,64 vCPUs,AWS Graviton3 Processor,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$4.4150 hourly,$6.0022 hourly,$4.3687 hourly,unavailable,unavailable
R8GD 24xlarge,r8gd.24xlarge,768 GiB,96 vCPUs,AWS Graviton4 Processor,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$8.5238 hourly,$10.9046 hourly,unavailable,unavailable,unavailable
C5 High-CPU Quadruple Extra Large,c5d.4xlarge,32 GiB,16 vCPUs,Intel Xeon Platinum 8124M,400 GB NVMe SSD,Up to 10 Gigabit,$0.9760 hourly,$1.1490 hourly,$0.7880 hourly,$1.7120 hourly,$1.3510 hourly
C8GD Metal-24xl,c8gd.metal-24xl,192 GiB,96 vCPUs,AWS Graviton4 Processor,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$5.9770 hourly,$8.3578 hourly,unavailable,unavailable,unavailable
R7G Metal,r7g.metal,512 GiB,64 vCPUs,AWS Graviton3 Processor,EBS only,30 Gigabit,$4.1344 hourly,$4.8256 hourly,$3.4261 hourly,unavailable,unavailable
I4G Large,i4g.large,16 GiB,2 vCPUs,AWS Graviton2 Processor,468 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M6IDN Quadruple Extra Large,m6idn.4xlarge,64 GiB,16 vCPUs,Intel Xeon 8375C (Ice Lake),950 GB NVMe SSD,Up to 50 Gigabit,$1.6380 hourly,$2.0348 hourly,$1.4287 hourly,$2.3740 hourly,$1.7679 hourly
M8G Metal-48xl,m8g.metal-48xl,768 GiB,192 vCPUs,AWS Graviton4 Processor,EBS only,50 Gigabit,$11.1302 hourly,$14.9894 hourly,$11.2335 hourly,unavailable,unavailable
M6IDN 12xlarge,m6idn.12xlarge,192 GiB,48 vCPUs,Intel Xeon 8375C (Ice Lake),2850 GB (2×1425 GB NVMe SSD),75 Gigabit,$4.9140 hourly,$6.1044 hourly,$4.2862 hourly,$7.1220 hourly,$5.3038 hourly
M6G Double Extra Large,m6g.2xlarge,32 GiB,8 vCPUs,AWS Graviton2 Processor,EBS only,Up to 10 Gigabit,$0.3960 hourly,$0.5112 hourly,$0.3672 hourly,unavailable,unavailable
C6I 32xlarge,c6i.32xlarge,256 GiB,128 vCPUs,Intel Xeon 8375C (Ice Lake),EBS only,50 Gigabit,$6.8480 hourly,$8.0768 hourly,$5.7446 hourly,$12.7360 hourly,$10.4038 hourly
T2 Double Extra Large,t2.2xlarge,32 GiB,8 vCPUs (4h 4.799999999999983m burst),Intel Xeon Family,EBS only,Moderate,$0.4864 hourly,$0.7416 hourly,$0.5838 hourly,$0.5484 hourly,$0.3906 hourly
R6A 48xlarge,r6a.48xlarge,1536 GiB,192 vCPUs,AMD EPYC 7R13 Processor,EBS only,50 Gigabit,$13.1328 hourly,$16.9920 hourly,$12.5465 hourly,$21.9648 hourly,$17.5193 hourly
X1E Eight Extra Large,x1e.8xlarge,976 GiB,32 vCPUs,High Frequency Intel Xeon E7-8880 v3 (Haswell),960 GB SSD,Up to 10 Gigabit,$9.6720 hourly,$10.0180 hourly,$6.3050 hourly,$11.1440 hourly,$7.4320 hourly
R5N Double Extra Large,r5n.2xlarge,64 GiB,8 vCPUs,Intel Xeon Platinum 8259 (Cascade Lake),EBS only,Up to 25 Gigabit,$0.7240 hourly,$0.8390 hourly,$0.5710 hourly,$1.0920 hourly,$0.8240 hourly
I3 High I/O 16xlarge,i3.16xlarge,488 GiB,64 vCPUs,Intel Xeon E5-2686 v4 (Broadwell),15200 GB (8×1900 GB NVMe SSD),25 Gigabit,$5.8560 hourly,$6.5470 hourly,$4.6560 hourly,$8.8000 hourly,$6.9090 hourly
R5 Eight Extra Large,r5.8xlarge,256 GiB,32 vCPUs,Intel Xeon Platinum 8175,EBS only,10 Gigabit,$2.4320 hourly,$2.7780 hourly,$1.8780 hourly,$3.9040 hourly,$3.0040 hourly
I3EN Metal,i3en.metal,768 GiB,96 vCPUs,Intel Xeon Platinum 8175,60000 GB (8×7500 GB NVMe SSD),100 Gigabit,$12.7680 hourly,$13.8050 hourly,$9.7530 hourly,$17.1840 hourly,$13.1320 hourly
